from,starting label,QID,label,depth,target
Q42332,Portable Document Format,Q17154458,Netpbm formats,2,0
Q680268,World Radiocommunication Conference,Q15900647,conference series,1,1
Q680268,World Radiocommunication Conference,Q47258130,scientific conference series,2,1
Q680268,World Radiocommunication Conference,Q56220509,annual conference,2,0
Q865817,Java applet,Q7397,software,1,1
Q865817,Java applet,Q386197,portable application,2,1
Q865817,Java applet,Q1004415,run-time system,2,1
Q865817,Java applet,Q50316487,CMD.EXE command,2,0
Q865817,Java applet,Q210499,bulletin board system,2,0
Q865817,Java applet,Q735918,applet,2,1
Q865817,Java applet,Q88465956,container,2,1
Q865817,Java applet,Q30740917,logiciel auto-école,2,0
Q865817,Java applet,Q91314720,Qt WebEngine,2,1
Q865817,Java applet,Q91447167,COVID-19 computer application,2,0
Q865817,Java applet,Q438556,PHP accelerator,2,1
Q39162,open source,Q638608,software development,1,1
Q39162,open source,Q49773,social movement,1,1
Q39162,open source,Q1061635,video game development,2,0
Q39162,open source,Q2988038,mobile application development,2,0
Q39162,open source,Q7096425,open-source software development,2,1
Q39162,open source,Q2665555,Lean software development,2,0
Q39162,open source,Q30589910,low-code development platform,2,0
Q39162,open source,Q386275,web development,2,0
Q39162,open source,Q17136959,Problem-oriented development,2,0
Q39162,open source,Q60741440,No-code development platform,2,0
Q79738,gigabyte,Q3550873,unit of information,1,1
Q79738,gigabyte,Q726868,datagram,2,1
Q79738,gigabyte,Q1999954,standard page,2,1
Q79738,gigabyte,Q1654276,IP packet,3,1
Q79738,gigabyte,Q3189917,Jumbogram,3,1
Q79738,gigabyte,Q4342328,IPv6 packet,4,1
Q242506,Frame Relay,Q15836568,computer network protocol,1,1
Q242506,Frame Relay,Q1422324,Telecommunications Management Network,2,1
Q242506,Frame Relay,Q28380029,network file system,2,0
Q242506,Frame Relay,Q8777,Hypertext Transfer Protocol,2,0
Q242506,Frame Relay,Q5013874,CRFS (Coherent Remote File System),2,0
Q242506,Frame Relay,Q2622793,JetDirect,2,0
Q242506,Frame Relay,Q203087,signaling protocol,2,1
Q242506,Frame Relay,Q3359815,PPPoX,2,1
Q841645,Internet television,Q11016,technology,1,1
Q841645,Internet television,Q104954,radio-frequency identification,2,0
Q841645,Internet television,Q1780543,communication technology,2,1
Q841645,Internet television,Q743030,environmental technology,2,0
Q841645,Internet television,Q110934262,analog technology,2,1
Q841645,Internet television,Q48772760,Solar energy conversion,2,0
Q841645,Internet television,Q4704909,Ancient Greek technology,2,0
Q841645,Internet television,Q1742264,film technology,2,1
Q841645,Internet television,Q7449091,Semantic technology,2,0
Q841645,Internet television,Q5063947,low floor technology,2,0
Q841645,Internet television,Q6631525,food engineering,2,0
Q841645,Internet television,Q18657814,isothermal technology,2,0
Q841645,Internet television,Q6764311,marine technology,2,0
Q841645,Internet television,Q19292902,vehicle safety technology,2,0
Q841645,Internet television,Q1000064,nuclear reactor technology,2,0
Q841645,Internet television,Q348091,nuclear technology,2,0
Q841645,Internet television,Q2865882,industrial arts,2,0
Q841645,Internet television,Q100232465,vehicle technology,2,0
Q841645,Internet television,Q12739,nuclear power,2,0
Q841645,Internet television,Q6140109,materials technology,2,0
Q841645,Internet television,Q211017,e-government,2,0
Q841645,Internet television,Q23001701,technics,2,1
Q841645,Internet television,Q7096284,web platform,2,0
Q841645,Internet television,Q282413,Roman technology,2,0
Q841645,Internet television,Q466410,high tech,2,1
Q841645,Internet television,Q54006339,display technology,2,1
Q841645,Internet television,Q11971600,gas power,2,0
Q841645,Internet television,Q1001378,cinematic technique,2,0
Q841645,Internet television,Q1751537,membrane technology,2,0
Q841645,Internet television,Q211500,pneumatics,2,0
Q841645,Internet television,Q7312473,Renaissance technology,2,0
Q841645,Internet television,Q3180036,medieval technology,2,0
Q841645,Internet television,Q14326701,aspect-oriented software development,2,0
Q841645,Internet television,Q6941971,music instrument technology,2,0
Q841645,Internet television,Q1122355,Computer telephony integration,2,1
Q841645,Internet television,Q4086911,biomedical technology,2,0
Q841645,Internet television,Q16319025,financial technology,2,0
Q841645,Internet television,Q1392806,drug delivery,2,0
Q841645,Internet television,Q1519843,health technology,2,0
Q841645,Internet television,Q1916441,media technology,2,1
Q841645,Internet television,Q60790901,Pedestrian crash avoidance mitigation,2,0
Q841645,Internet television,Q6887246,mobile technology,2,0
Q841645,Internet television,Q911772,technical chemistry,2,0
Q846636,software architecture,Q11862829,academic discipline,1,1
Q846636,software architecture,Q4671286,academic major,1,1
Q846636,software architecture,Q64800607,Pacific Literature,2,0
Q846636,software architecture,Q52109,geomorphology,2,0
Q846636,software architecture,Q64810407,renewable and sustainable engineering,2,0
Q846636,software architecture,Q64800624,Language tracks,2,0
Q846636,software architecture,Q109425807,cultural well-being,2,0
Q846636,software architecture,Q64801134,Educational Evaluation and Assessment,2,0
Q846636,software architecture,Q64812449,business information systems,2,1
Q846636,software architecture,Q64809371,Tertiary Teaching,2,0
Q846636,software architecture,Q4785472,archaeological sub-discipline,2,0
Q846636,software architecture,Q4740894,fish disease and parasites,2,0
Q846636,software architecture,Q64689455,Medical Image Science,2,0
Q846636,software architecture,Q64810304,Diplomacy and International Affairs,2,0
Q846636,software architecture,Q6168352,jazz education,2,0
Q846636,software architecture,Q64812921,Computing Science,2,1
Q846636,software architecture,Q7394713,STEAM fields,2,1
Q846636,software architecture,Q109551317,branch of literature,2,0
Q846636,software architecture,Q57204579,social ecology,2,0
Q846636,software architecture,Q64809777,Population Studies and Demography,2,0
Q846636,software architecture,Q1756157,area of law,2,0
Q846636,software architecture,Q64811105,Computing and Information Systems,2,1
Q846636,software architecture,Q30642,natural language processing,2,0
Q846636,software architecture,Q64808211,Urban and Regional Planning,2,0
Q846636,software architecture,Q1881523,STEM fields,2,1
Q846636,software architecture,Q190553,sociobiology,2,0
Q846636,software architecture,Q2067634,quantity surveyor,2,0
Q846636,software architecture,Q54254208,environmental research,2,0
Q846636,software architecture,Q64822844,Applied Linguistics and English Language Teaching,2,0
Q846636,software architecture,Q60310061,branch of theology,2,0
Q846636,software architecture,Q55693872,medicine,2,0
Q846636,software architecture,Q64809896,International Business and Marketing,2,0
Q846636,software architecture,Q64809114,Media and Communication,2,0
Q846636,software architecture,Q376657,strategic management,2,0
Q846636,software architecture,Q208202,European Union law,2,0
Q846636,software architecture,Q64800617,Pacific Language Studies,2,0
Q846636,software architecture,Q64800630,Food and Nutrition Studies Strand,2,0
Q846636,software architecture,Q64810866,Advanced Analytical Skills,2,0
Q846636,software architecture,Q2377182,System analysis,2,1
Q846636,software architecture,Q184784,architectural drawing,2,0
Q846636,software architecture,Q55693913,Geology and Geoinformatics - GG,2,0
Q846636,software architecture,Q58681669,Aegean glyptic,2,0
Q846636,software architecture,Q55693899,Software and internet technologies,2,1
Q846636,software architecture,Q108366200,graduate specialization,2,0
Q846636,software architecture,Q106371273,fine arts,2,0
Q846636,software architecture,Q55693892,Fishery and Aquaculture,2,0
Q846636,software architecture,Q64808276,Vernacular Language (Cook Islands Máori),2,0
Q846636,software architecture,Q2001056,land management,2,0
Q846636,software architecture,Q64800984,Vernacular Language (Vagahau Niue),2,0
Q846636,software architecture,Q55693908,Electrochemistry and corrosion protection,2,0
Q846636,software architecture,Q55693875,International Economic Relationships,2,0
Q846636,software architecture,Q130286,management consulting,2,0
Q846636,software architecture,Q64800627,Pacific Vernacular Language,2,0
Q846636,software architecture,Q64810050,Professional Accounting,2,0
Q846636,software architecture,Q103459375,social sciences humanities & the arts for people & the economy,2,0
Q846636,software architecture,Q64808733,Education Policy and Planning,2,0
Q846636,software architecture,Q64689501,medical laboratory science,2,0
Q846636,software architecture,Q64811468,Environment and Management,2,0
Q846636,software architecture,Q22811234,branch of philosophy,2,0
Q846636,software architecture,Q64801099,Early Childhood Education and Care,2,0
Q846636,software architecture,Q60680430,branch of psychology,2,0
Q846636,software architecture,Q64806550,Police Management,2,0
Q846636,software architecture,Q17112037,translational medicine,2,0
Q846636,software architecture,Q97485545,littérature amérindienne,2,0
Q846636,software architecture,Q249542,transdisciplinarity,2,0
Q846636,software architecture,Q111467776,Vision and Language,2,0
Q846636,software architecture,Q64800887,Non-Formal Education,2,0
Q846636,software architecture,Q5031434,cancer epigenetics,2,0
Q846636,software architecture,Q16602093,legislative drafting,2,0
Q846636,software architecture,Q65054879,Mediterranean studies,2,0
Q846636,software architecture,Q64811470,Environment and Society,2,0
Q846636,software architecture,Q64809933,Agricultural Economics and Agribusiness,2,0
Q846636,software architecture,Q98021564,learning math,2,0
Q846636,software architecture,Q55693882,Technology of water,2,0
Q846636,software architecture,Q811979,architectural structure,2,0
Q846636,software architecture,Q19935939,branch of geography,2,0
Q3029579,Direction interministérielle du numérique et du système d’information et de communication (DINSIC),Q327333,government agency,1,1
Q3029579,Direction interministérielle du numérique et du système d’information et de communication (DINSIC),Q67064711,direction d'administration centrale,1,1
Q3029579,Direction interministérielle du numérique et du système d’information et de communication (DINSIC),Q68306459,Danish government agency,2,0
Q3029579,Direction interministérielle du numérique et du système d’information et de communication (DINSIC),Q1851579,Secretariat of the Central Committee of the Communist Party of the Soviet Union,2,0
Q3029579,Direction interministérielle du numérique et du système d’information et de communication (DINSIC),Q3029442,directorate,2,1
Q3029579,Direction interministérielle du numérique et du système d’information et de communication (DINSIC),Q28599747,education agency,2,0
Q3029579,Direction interministérielle du numérique et du système d’information et de communication (DINSIC),Q732717,law enforcement agency,2,0
Q3029579,Direction interministérielle du numérique et du système d’information et de communication (DINSIC),Q68295960,Swedish government agency,2,0
Q3029579,Direction interministérielle du numérique et du système d’information et de communication (DINSIC),Q59456832,medical board,2,0
Q273902,MPEG-2,Q1144899,broadcast television system,1,1
Q273902,MPEG-2,Q2043676,PAL-50,2,1
Q273902,MPEG-2,Q99602118,NTSC analog television standard,2,1
Q273902,MPEG-2,Q2043680,PAL-60,2,1
Q29120,Apache Hadoop,Q271680,software framework,1,1
Q29120,Apache Hadoop,Q341,free software,1,1
Q29120,Apache Hadoop,Q388,Linux,2,0
Q29120,Apache Hadoop,Q1330336,web framework,2,0
Q29120,Apache Hadoop,Q7935188,virtual world framework,2,0
Q29120,Apache Hadoop,Q39999225,Apache Foundation project,2,1
Q29120,Apache Hadoop,Q67650225,E-commerce platform,2,0
Q29120,Apache Hadoop,Q20983788,free operating system,2,1
Q29120,Apache Hadoop,Q110647054,IoT framework,2,0
Q146768,middleware,Q17155032,software category,1,1
Q858810,big data,Q188267,programming paradigm,1,1
Q858810,big data,Q82550,buzzword,1,1
Q858810,big data,Q5172467,Corporate jargon,2,1
Q131566,Institute of Electrical and Electronics Engineers,Q1328899,standards organization,1,1
Q131566,Institute of Electrical and Electronics Engineers,Q106760956,engineering society,1,1
Q131566,Institute of Electrical and Electronics Engineers,Q163740,nonprofit organization,1,1
Q131566,Institute of Electrical and Electronics Engineers,Q45400320,open-access publisher,1,1
Q131566,Institute of Electrical and Electronics Engineers,Q829080,professional association,1,1
Q131566,Institute of Electrical and Electronics Engineers,Q2085381,publisher,1,1
Q131566,Institute of Electrical and Electronics Engineers,Q51885731,European Standardization Organization,2,1
Q131566,Institute of Electrical and Electronics Engineers,Q3269648,community organization,2,1
Q131566,Institute of Electrical and Electronics Engineers,Q11424445,jihon don'ya,2,0
Q131566,Institute of Electrical and Electronics Engineers,Q15277759,national standards organisation,2,1
Q131566,Institute of Electrical and Electronics Engineers,Q659206,Technischer Überwachungsverein,2,1
Q131566,Institute of Electrical and Electronics Engineers,Q2024496,online publisher,2,1
Q131566,Institute of Electrical and Electronics Engineers,Q31883598,ideell förening,2,0
Q131566,Institute of Electrical and Electronics Engineers,Q240625,501(c) organization,2,0
Q131566,Institute of Electrical and Electronics Engineers,Q149985,self-publishing company,2,1
Q131566,Institute of Electrical and Electronics Engineers,Q2396296,Helsinki Committee for Human Rights,2,0
Q131566,Institute of Electrical and Electronics Engineers,Q52162350,regional standards organisation,2,1
Q131566,Institute of Electrical and Electronics Engineers,Q1500848,Gemeinnützige Aktiengesellschaft,2,0
Q131566,Institute of Electrical and Electronics Engineers,Q61755026,LGBT publisher,2,0
Q2872789,Autorité de Régulation des Communications Électroniques  des Postes et de la Distribution de la Presse,Q1940786,quasi-autonomous non-governmental organisation,1,1
Q2872789,Autorité de Régulation des Communications Électroniques  des Postes et de la Distribution de la Presse,Q7192831,public body in Hong Kong,2,0
Q2872789,Autorité de Régulation des Communications Électroniques  des Postes et de la Distribution de la Presse,Q32798322,zelfstandig bestuursorgaan,2,0
Q2872789,Autorité de Régulation des Communications Électroniques  des Postes et de la Distribution de la Presse,Q3343298,non-departmental public body,2,0
Q1139465,Signalling System No. 7,Q67080166,protocol suite,1,1
Q1139465,Signalling System No. 7,Q317623,technical standard,1,1
Q1139465,Signalling System No. 7,Q26763979,mobile phone network standard,2,1
Q1139465,Signalling System No. 7,Q132364,communication protocol,2,1
Q484598,CAPTCHA,Q228502,access control,1,1
Q484598,CAPTCHA,Q1146283,turnstile,2,0
Q484598,CAPTCHA,Q66439731,access restriction,2,1
Q484598,CAPTCHA,Q338966,access-control list,2,0
Q484598,CAPTCHA,Q756230,directory service,2,0
Q484598,CAPTCHA,Q977772,identity management,2,1
Q484598,CAPTCHA,Q17125828,logical access control,2,1
Q484598,CAPTCHA,Q55603125,account verification,3,1
Q488244,Windows Embedded Compact,Q9135,operating system,1,1
Q488244,Windows Embedded Compact,Q218616,proprietary software,1,1
Q488244,Windows Embedded Compact,Q7075017,Object-oriented operating system,2,0
Q488244,Windows Embedded Compact,Q43627,Macintosh operating systems,2,1
Q488244,Windows Embedded Compact,Q763151,proprietary device driver,2,0
Q488244,Windows Embedded Compact,Q85299672,exotic operating system,2,0
Q488244,Windows Embedded Compact,Q1198514,ring,2,0
Q488244,Windows Embedded Compact,Q3512599,TV Giant,2,0
Q44484,HTTPS,Q15836568,computer network protocol,1,1
Q44484,HTTPS,Q1422324,Telecommunications Management Network,2,1
Q44484,HTTPS,Q8777,Hypertext Transfer Protocol,2,1
Q44484,HTTPS,Q5013874,CRFS (Coherent Remote File System),2,0
Q44484,HTTPS,Q2622793,JetDirect,2,0
Q44484,HTTPS,Q3359815,PPPoX,2,0
Q1150497,burn down chart,Q104696789,project management technique,1,1
Q1150497,burn down chart,Q959962,diagram,1,1
Q1150497,burn down chart,Q5699136,height–velocity diagram,2,0
Q1150497,burn down chart,Q15221534,sentence diagram,2,0
Q1150497,burn down chart,Q2328800,phase–gate process,2,0
Q1150497,burn down chart,Q28923,chart,2,1
Q1150497,burn down chart,Q138583,exploded view drawing,2,0
Q1138866,International Commission on Non-Ionizing Radiation Protection,Q163740,nonprofit organization,1,1
Q1138866,International Commission on Non-Ionizing Radiation Protection,Q11570934,specified non-profit corporation,2,1
Q1138866,International Commission on Non-Ionizing Radiation Protection,Q17084016,nonprofit corporation,2,1
Q467707,software development kit,Q17155032,software category,1,1
Q467707,software development kit,Q1074158,educational software,2,0
Q467707,software development kit,Q3077240,forge,2,1
Q467707,software development kit,Q643876,Virtual printer,2,0
Q467707,software development kit,Q570871,email client,2,0
Q338966,access-control list,Q1799072,method,1,1
Q338966,access-control list,Q5341294,educational measurement,2,0
Q338966,access-control list,Q46857,scientific method,2,0
Q338966,access-control list,Q23656961,storage,2,0
Q338966,access-control list,Q3406136,ProMES,2,0
Q338966,access-control list,Q1368455,opt-out,2,0
Q338966,access-control list,Q26883106,finely chopped,2,0
Q338966,access-control list,Q4116218,conversion of scripts,2,0
Q79692,3G,Q26763979,mobile phone network standard,1,1
Q79692,3G,Q2674461,mobile phone generation,1,1
Q79692,3G,Q1023122,CDMA2000,2,1
Q276582,binary-coded decimal,Q3244670,computer numbering format,1,1
Q276582,binary-coded decimal,Q117879,floating point,2,1
Q276582,binary-coded decimal,Q55634700,tapered floating point,2,1
Q276582,binary-coded decimal,Q649900,fixed-point arithmetic,2,1
Q276582,binary-coded decimal,Q729138,integer data type,2,1
Q276582,binary-coded decimal,Q527381,arbitrary-precision arithmetic,2,1
Q276582,binary-coded decimal,Q3329233,logarithmic number system,2,1
Q276582,binary-coded decimal,Q25211958,Unum,2,1
Q276582,binary-coded decimal,Q5091568,Chen–Ho encoding,2,1
Q276582,binary-coded decimal,Q7454683,Serial decimal,2,1
Q276582,binary-coded decimal,Q7661310,symmetric level-index arithmetic,2,0
Q276582,binary-coded decimal,Q5359789,signed number representation,2,1
Q276582,binary-coded decimal,Q858684,,3,1
Q276582,binary-coded decimal,Q5249173,decimal floating point,3,1
Q276582,binary-coded decimal,Q1070094,subnormal number,3,1
Q276582,binary-coded decimal,Q1243369,double-precision floating-point format,3,1
Q276582,binary-coded decimal,Q449270,minifloat,3,1
Q276582,binary-coded decimal,Q7051819,normal number,3,1
Q869830,service-level agreement,Q93288,contract,1,1
Q869830,service-level agreement,Q10825785,service contract,2,1
Q869830,service-level agreement,Q661305,Capitulation,2,0
Q869830,service-level agreement,Q337559,intergenerational contract,2,0
Q869830,service-level agreement,Q79719,license,2,1
Q869830,service-level agreement,Q745126,association agreement,2,0
Q869830,service-level agreement,Q3741447,loan agreement,2,0
Q869830,service-level agreement,Q7314873,Requirements contract,2,1
Q94,Android,Q241317,computing platform,1,1
Q94,Android,Q920890,mobile operating system,1,1
Q94,Android,Q9135,operating system,2,1
Q94,Android,Q4885200,Windows Phone,2,1
Q94,Android,Q5362345,smartwatch,2,1
Q94,Android,Q6368,web browser,2,0
Q94,Android,Q483318,Symbian,2,1
Q94,Android,Q87993016,Android distribution,2,1
Q94,Android,Q965769,continuous integration,2,0
Q94,Android,Q1466064,processor,2,0
Q94,Android,Q1153767,platform as a service,2,0
Q94,Android,Q34825,Windows Phone 8,3,1
Q94,Android,Q941283,S60,3,1
Q94,Android,Q18845397,Windows 10 Mobile,3,1
Q94,Android,Q1854343,Windows Phone 7.x,3,1
Q94,Android,Q15282750,Windows Phone 8.1,3,1
Q94,Android,Q57265164,/e/,3,1
Q146368,polyvinyl chloride,Q11173,chemical compound,1,1
Q146368,polyvinyl chloride,Q15303351,art material,1,0
Q146368,polyvinyl chloride,Q99600509,organic polymer,1,1
Q146368,polyvinyl chloride,Q1812439,vinyl polymer,1,1
Q146368,polyvinyl chloride,Q143252,polytetrafluoroethylene,2,1
Q146368,polyvinyl chloride,Q424370,polyolefin,2,1
Q146368,polyvinyl chloride,Q18212326,Teflon 42,3,0
Q189447,risk management,Q96247293,type of management,1,1
Q189447,risk management,Q1481177,management style,2,1
Q212633,H.264/MPEG-4 AVC,Q7927899,video compression format,1,1
Q212633,H.264/MPEG-4 AVC,Q55935585,ITU-T Recommendation,1,1
Q212633,H.264/MPEG-4 AVC,Q55936923,ITU-T recommendation version,2,0
Q212633,H.264/MPEG-4 AVC,Q1206939,IMT-2000,2,0
Q212633,H.264/MPEG-4 AVC,Q731128,X.500,2,0
Q212633,H.264/MPEG-4 AVC,Q300851,X.400,2,0
Q212633,H.264/MPEG-4 AVC,Q25388255,AOMedia Video,2,1
Q212633,H.264/MPEG-4 AVC,Q1562489,ITU-T recommendations H-series,2,0
Q916196,Citrix Systems,Q4830453,business,1,1
Q916196,Citrix Systems,Q6881511,enterprise,1,1
Q916196,Citrix Systems,Q1058914,software company,1,1
Q916196,Citrix Systems,Q891723,public company,1,1
Q916196,Citrix Systems,Q30688741,virtual restaurant,2,0
Q916196,Citrix Systems,Q1529128,postal service,2,0
Q916196,Citrix Systems,Q1331793,media company,2,0
Q916196,Citrix Systems,Q1757263,moving company,2,0
Q916196,Citrix Systems,Q3591545,financial service company,2,0
Q916196,Citrix Systems,Q1719063,betting shop,2,0
Q916196,Citrix Systems,Q50825050,Concession company,2,0
Q916196,Citrix Systems,Q3515239,tannery,2,0
Q916196,Citrix Systems,Q2865305,trading company,2,0
Q916196,Citrix Systems,Q90316218,motor manufacturer,2,0
Q916196,Citrix Systems,Q726870,brick and mortar,2,0
Q916196,Citrix Systems,Q1132207,business incubator,2,0
Q916196,Citrix Systems,Q16968466,regional health authority,2,0
Q916196,Citrix Systems,Q1200676,design agency,2,0
Q916196,Citrix Systems,Q1116826,private security company,2,0
Q916196,Citrix Systems,Q25112142,dental service organization,2,0
Q916196,Citrix Systems,Q217107,travel agency,2,0
Q916196,Citrix Systems,Q2566474,sutler,2,0
Q916196,Citrix Systems,Q96603167,tourism agency,2,0
Q916196,Citrix Systems,Q1520069,bottling company,2,0
Q916196,Citrix Systems,Q1109680,small business,2,0
Q916196,Citrix Systems,Q7830259,Township and Village Enterprises,2,0
Q916196,Citrix Systems,Q1341478,energy company,2,0
Q916196,Citrix Systems,Q6500733,printer,2,0
Q916196,Citrix Systems,Q62849941,local business,2,0
Q916196,Citrix Systems,Q11885129,artist agency,2,0
Q916196,Citrix Systems,Q476118,reinsurance,2,0
Q916196,Citrix Systems,Q220142,pet store,2,0
Q916196,Citrix Systems,Q161726,multinational corporation,2,1
Q916196,Citrix Systems,Q1395324,family business,2,0
Q916196,Citrix Systems,Q104807662,cathedral in the desert,2,0
Q916196,Citrix Systems,Q5384579,Equipment rental,2,0
Q916196,Citrix Systems,Q55312620,Entreprise solidaire d'utilité sociale,2,0
Q916196,Citrix Systems,Q133744,tour operator,2,0
Q916196,Citrix Systems,Q105547053,UK cable company,2,0
Q916196,Citrix Systems,Q8303885,trust company,2,0
Q392502,Agence nationale de la sécurité des systèmes d'information,Q327333,government agency,1,1
Q392502,Agence nationale de la sécurité des systèmes d'information,Q939616,DEA,2,0
Q392502,Agence nationale de la sécurité des systèmes d'information,Q106769806,United States Forest Service region,2,0
Q392502,Agence nationale de la sécurité des systèmes d'information,Q28599747,education agency,2,0
Q392502,Agence nationale de la sécurité des systèmes d'information,Q6936301,municipal authority in Pennsylvania,2,0
Q392502,Agence nationale de la sécurité des systèmes d'information,Q4164294,Indonesian non-structural government agency,2,0
Q392502,Agence nationale de la sécurité des systèmes d'information,Q652812,port authority,2,0
Q392502,Agence nationale de la sécurité des systèmes d'information,Q6498663,fire department,2,0
Q392502,Agence nationale de la sécurité des systèmes d'information,Q110376455,Australian Government body,2,0
Q392502,Agence nationale de la sécurité des systèmes d'information,Q5520196,gaming control board,2,0
Q392502,Agence nationale de la sécurité des systèmes d'information,Q68306459,Danish government agency,2,0
Q392502,Agence nationale de la sécurité des systèmes d'information,Q28821169,national health service,2,0
Q392502,Agence nationale de la sécurité des systèmes d'information,Q107025303,public health center,2,0
Q392502,Agence nationale de la sécurité des systèmes d'information,Q1802122,German state agency,2,0
Q392502,Agence nationale de la sécurité des systèmes d'information,Q68295960,Swedish government agency,2,0
Q392502,Agence nationale de la sécurité des systèmes d'information,Q59456832,medical board,2,0
Q207971,token ring,Q15836568,computer network protocol,1,1
Q207971,token ring,Q11016,technology,1,1
Q207971,token ring,Q104954,radio-frequency identification,2,0
Q207971,token ring,Q96572804,animal technology,2,0
Q207971,token ring,Q48772760,Solar energy conversion,2,0
Q207971,token ring,Q4704909,Ancient Greek technology,2,0
Q207971,token ring,Q59285058,sound reproduction,2,0
Q207971,token ring,Q208163,signal processing,2,0
Q207971,token ring,Q28380029,network file system,2,0
Q207971,token ring,Q5063947,low floor technology,2,0
Q207971,token ring,Q1001378,cinematic technique,2,0
Q207971,token ring,Q65498858,Mercurial HTTP command protocol,2,0
Q207971,token ring,Q18657814,isothermal technology,2,0
Q207971,token ring,Q10858759,Asgard technology in Stargate,2,0
Q207971,token ring,Q6764311,marine technology,2,0
Q207971,token ring,Q391690,radiant heating,2,0
Q207971,token ring,Q1308255,patent classification,2,0
Q207971,token ring,Q8777,Hypertext Transfer Protocol,2,0
Q207971,token ring,Q66481358,energy conservation technology,2,0
Q207971,token ring,Q7681758,tamper-evident technology,2,0
Q207971,token ring,Q4086911,biomedical technology,2,0
Q207971,token ring,Q31836203,DYNAS,2,0
Q207971,token ring,Q3359815,PPPoX,2,0
Q207971,token ring,Q2865882,industrial arts,2,0
Q207971,token ring,Q66481363,overclocking technology,2,0
Q207971,token ring,Q1392806,drug delivery,2,0
Q207971,token ring,Q1916441,media technology,2,0
Q207971,token ring,Q2622793,JetDirect,2,0
Q207971,token ring,Q65498626,Mercurial wire protocol,2,0
Q207971,token ring,Q427777,Science and technology of the Song dynasty,2,0
Q207971,token ring,Q126998,logical link control,2,0
Q1127220,Conseil supérieur de l'audiovisuel,Q18558685,French independent public authority,1,1
Q875932,digital watermarking,Q80071,symbol,1,1
Q875932,digital watermarking,Q1191504,star,2,0
Q875932,digital watermarking,Q1470711,fertility symbol,2,0
Q875932,digital watermarking,Q340826,Eight Treasures,2,0
Q875932,digital watermarking,Q2372244,symbol,2,1
Q875932,digital watermarking,Q2038570,change sign,2,0
Q875932,digital watermarking,Q2543966,raised fist,2,0
Q875932,digital watermarking,Q7208362,pointer,2,0
Q875932,digital watermarking,Q806880,banner,2,0
Q875932,digital watermarking,Q1221121,official seal,2,1
Q3816639,Kotlin,Q56062429,JVM language,1,1
Q3816639,Kotlin,Q9143,programming language,1,1
Q3816639,Kotlin,Q899523,object-based language,1,1
Q3816639,Kotlin,Q4117397,systems programming language,2,1
Q3816639,Kotlin,Q28922858,class-based programming language,2,1
Q3816639,Kotlin,Q75988682,non-procedural programming language,2,1
Q3816639,Kotlin,Q1993334,interpreted language,2,1
Q3816639,Kotlin,Q28920117,structured programming language,2,1
Q3816639,Kotlin,Q28920181,dataflow programming language,2,1
Q3816639,Kotlin,Q28923013,inductive logic programming language,2,1
Q3816639,Kotlin,Q7998546,wide-spectrum language,2,1
Q3816639,Kotlin,Q28920795,function-level language,2,1
Q41609,Domain Name System Security Extensions,Q2101564,specification,1,1
Q41609,Domain Name System Security Extensions,Q2275513,system requirements,2,0
Q160453,Simple Mail Transfer Protocol,Q15836568,computer network protocol,1,1
Q160453,Simple Mail Transfer Protocol,Q16935517,text-based protocol,1,1
Q160453,Simple Mail Transfer Protocol,Q8795,Internet Protocol,2,0
Q160453,Simple Mail Transfer Protocol,Q8777,Hypertext Transfer Protocol,2,0
Q160453,Simple Mail Transfer Protocol,Q5013874,CRFS (Coherent Remote File System),2,0
Q160453,Simple Mail Transfer Protocol,Q184230,Simple Network Management Protocol,2,1
Q160453,Simple Mail Transfer Protocol,Q28380029,network file system,2,0
Q160453,Simple Mail Transfer Protocol,Q2622793,JetDirect,2,0
Q160453,Simple Mail Transfer Protocol,Q96473852,hypermedia distribution protocol,2,0
Q160453,Simple Mail Transfer Protocol,Q1254335,cryptographic protocol,2,0
Q568494,single sign-on,Q228502,access control,1,1
Q568494,single sign-on,Q2085069,group,2,0
Q568494,single sign-on,Q1146283,turnstile,2,0
Q568494,single sign-on,Q977772,identity management,2,1
Q568494,single sign-on,Q756230,directory service,2,1
Q568494,single sign-on,Q17125828,logical access control,2,0
Q568494,single sign-on,Q55603125,account verification,3,1
Q568494,single sign-on,Q55608710,Customer Identity Access Management,3,1
Q568494,single sign-on,Q1417548,Metadirectory,3,0
Q193902,Galileo,Q179435,satellite navigation system,1,1
Q193902,Galileo,Q20181002,radionavigation-satellite service,2,1
Q35127,website,Q11288,web server,1,1
Q35127,website,Q3900494,personal web server,2,1
Q35127,website,Q6008645,in-kernel web server,2,1
Q35127,website,Q21283449,GNU libmicrohttpd,2,1
Q35127,website,Q18287040,HTTP server,2,1
Q35127,website,Q3480046,Embedded HTTP server,2,1
Q72588,content delivery network,Q4485156,software feature,1,1
Q72588,content delivery network,Q21674818,MediaWiki hook,2,0
Q72588,content delivery network,Q18042942,Beta Features,2,0
Q72588,content delivery network,Q4346042,Do What I Mean,2,0
Q72588,content delivery network,Q554950,recommender system,2,0
Q72588,content delivery network,Q459708,features of Firefox,2,0
Q72588,content delivery network,Q2392270,anti–email spam techniques,2,0
Q72588,content delivery network,Q16240817,autotype,2,0
Q72588,content delivery network,Q5439692,Features of Skype,2,0
Q72588,content delivery network,Q108315589,RevisionRecord.php,2,0
