QID,label,from,starting label,target,depth
Q21192992,central purchasing body,Q9367264,Office of Electronic Communication,0,2
Q303362,Austrian Court Chancellery,Q9367264,Office of Electronic Communication,0,2
Q7889,video game,Q1139866,Dofus,1,1
Q4485157,PC game,Q1139866,Dofus,1,2
Q55588631,Pokémon video game,Q1139866,Dofus,0,2
Q116634,online game,Q1139866,Dofus,1,2
Q6895044,multiplayer video game,Q1139866,Dofus,1,2
Q958821,LucasArts adventure games,Q1139866,Dofus,0,2
Q54767,puzzle video game,Q1139866,Dofus,0,2
Q28004621,SMS TV game,Q1139866,Dofus,0,2
Q7927920,video games in education,Q1139866,Dofus,0,2
Q14411698,romance game,Q1139866,Dofus,0,2
Q16021388,alien video game,Q1139866,Dofus,0,2
Q1542938,grand établissement,Q4173330,University of Lorraine,1,1
Q3551775,university in France,Q4173330,University of Lorraine,1,1
Q1328899,standards organization,Q15028,International Organization for Standardization,1,1
Q1194093,international non-governmental organization,Q15028,International Organization for Standardization,1,1
Q7311277,Religions for Peace,Q15028,International Organization for Standardization,0,2
Q7835148,transport standards organization,Q15028,International Organization for Standardization,0,2
Q15277759,national standards organisation,Q15028,International Organization for Standardization,1,2
Q52162350,regional standards organisation,Q15028,International Organization for Standardization,1,2
Q294801,eco-control body,Q15028,International Organization for Standardization,0,2
Q659206,Technischer Überwachungsverein,Q15028,International Organization for Standardization,0,2
Q1562489,ITU-T recommendations H-series,Q1128649,H.323,1,1
Q132364,communication protocol,Q1128649,H.323,1,1
Q2659904,government organization,Q2826642,Agence française de sécurité sanitaire de l'environnement et du travail,1,1
Q327333,government agency,Q2826642,Agence française de sécurité sanitaire de l'environnement et du travail,1,2
Q1328899,standards organization,Q1073235,China Communications Standards Association,1,1
Q4830453,business,Q1073235,China Communications Standards Association,1,1
Q783794,company,Q1073235,China Communications Standards Association,1,1
Q2566474,sutler,Q1073235,China Communications Standards Association,0,2
Q15277759,national standards organisation,Q1073235,China Communications Standards Association,1,2
Q52162350,regional standards organisation,Q1073235,China Communications Standards Association,1,2
Q16968466,regional health authority,Q1073235,China Communications Standards Association,0,2
Q659206,Technischer Überwachungsverein,Q1073235,China Communications Standards Association,1,2
Q56342478,tourism company,Q1073235,China Communications Standards Association,0,2
Q7835148,transport standards organization,Q1073235,China Communications Standards Association,0,2
Q2298728,Trust Office,Q1073235,China Communications Standards Association,0,2
Q220142,pet store,Q1073235,China Communications Standards Association,0,2
Q294801,eco-control body,Q1073235,China Communications Standards Association,0,2
Q51885731,European Standardization Organization,Q1073235,China Communications Standards Association,1,2
Q4830453,business,Q2254396,Viaccess,1,1
Q2566474,sutler,Q2254396,Viaccess,0,2
Q12144057,Private Joint Stock Company,Q2254396,Viaccess,0,2
Q1132207,business incubator,Q2254396,Viaccess,0,2
Q11607995,editing company,Q2254396,Viaccess,0,2
Q377688,type foundry,Q2254396,Viaccess,0,2
Q7830259,Township and Village Enterprises,Q2254396,Viaccess,0,2
Q3062512,haircutting establishment,Q2254396,Viaccess,0,2
Q835400,combine,Q2254396,Viaccess,0,2
Q190928,shipyard,Q2254396,Viaccess,0,2
Q10611118,bike rental,Q2254396,Viaccess,0,2
Q6918309,motorhome hire agency,Q2254396,Viaccess,0,2
Q1389311,integrated device manufacturer,Q2254396,Viaccess,0,2
Q47535966,self-managed enterprise,Q2254396,Viaccess,0,2
Q59545,labour hire,Q2254396,Viaccess,0,2
Q811404,Bauhof,Q2254396,Viaccess,0,2
Q47505416,konditorei,Q2254396,Viaccess,0,2
Q161726,multinational corporation,Q2254396,Viaccess,0,2
Q16968466,regional health authority,Q2254396,Viaccess,0,2
Q30688741,virtual restaurant,Q2254396,Viaccess,0,2
Q2005696,commercial vehicle manufacturer,Q2254396,Viaccess,0,2
Q1762621,vendor,Q2254396,Viaccess,0,2
Q220142,pet store,Q2254396,Viaccess,0,2
Q5603499,green company,Q2254396,Viaccess,0,2
Q1416636,non-banking financial company,Q2254396,Viaccess,0,2
Q15910273,rural business,Q2254396,Viaccess,0,2
Q3307920,console manufacturer,Q2254396,Viaccess,0,2
Q5384579,Equipment rental,Q2254396,Viaccess,0,2
Q4484758,Financial Industrial Group,Q2254396,Viaccess,0,2
Q56315965,Nano cap,Q2254396,Viaccess,0,2
Q2865305,trading company,Q2254396,Viaccess,0,2
Q1589077,youth hostel,Q2254396,Viaccess,0,2
Q291240,car rental company,Q2254396,Viaccess,0,2
Q650241,financial institution,Q2254396,Viaccess,0,2
Q1734300,coachbuilder,Q2254396,Viaccess,0,2
Q2590801,commercial cleaning,Q2254396,Viaccess,0,2
Q6046818,interkommunalt selskap,Q2254396,Viaccess,0,2
Q7257732,public electricity supplier,Q2254396,Viaccess,0,2
Q25112142,dental service organization,Q2254396,Viaccess,0,2
Q3515239,tannery,Q2254396,Viaccess,0,2
Q50825050,Concession company,Q2254396,Viaccess,0,2
Q5157555,Computer liquidator,Q2254396,Viaccess,0,2
Q23017800,large-cap,Q2254396,Viaccess,0,2
Q1719063,betting shop,Q2254396,Viaccess,0,2
Q1058914,software company,Q2254396,Viaccess,0,2
Q3390477,online marketplace,Q2254396,Viaccess,0,2
Q1318768,snack bar,Q2254396,Viaccess,0,2
Q55221379,multi-billion dollar company,Q2254396,Viaccess,0,2
Q1443933,design studio,Q2254396,Viaccess,0,2
Q5465569,Foodservice distributor,Q2254396,Viaccess,0,2
Q17155032,software category,Q467707,software development kit,1,1
Q3077240,forge,Q467707,software development kit,1,2
Q643876,Virtual printer,Q467707,software development kit,0,2
Q570871,email client,Q467707,software development kit,0,2
Q1074158,educational software,Q467707,software development kit,0,2
Q3550873,unit of information,Q79738,gigabyte,1,1
Q726868,datagram,Q79738,gigabyte,1,2
Q1999954,standard page,Q79738,gigabyte,1,2
Q1654276,IP packet,Q79738,gigabyte,1,3
Q3189917,Jumbogram,Q79738,gigabyte,1,3
Q4342328,IPv6 packet,Q79738,gigabyte,1,4
Q4830453,business,Q19900,Oracle,1,1
Q891723,public company,Q19900,Oracle,1,1
Q2566474,sutler,Q19900,Oracle,0,2
Q1132207,business incubator,Q19900,Oracle,0,2
Q5384579,Equipment rental,Q19900,Oracle,0,2
Q1109680,small business,Q19900,Oracle,0,2
Q7830259,Township and Village Enterprises,Q19900,Oracle,0,2
Q56315965,Nano cap,Q19900,Oracle,0,2
Q2865305,trading company,Q19900,Oracle,0,2
Q835400,combine,Q19900,Oracle,0,2
Q25112142,dental service organization,Q19900,Oracle,0,2
Q50825050,Concession company,Q19900,Oracle,0,2
Q23017800,large-cap,Q19900,Oracle,0,2
Q1719063,betting shop,Q19900,Oracle,0,2
Q811404,Bauhof,Q19900,Oracle,0,2
Q161726,multinational corporation,Q19900,Oracle,1,2
Q16968466,regional health authority,Q19900,Oracle,0,2
Q30688741,virtual restaurant,Q19900,Oracle,0,2
Q1058914,software company,Q19900,Oracle,1,2
Q220142,pet store,Q19900,Oracle,0,2
Q28640,profession,Q215536,merchant,1,1
Q187588,social class,Q215536,merchant,1,1
Q11488158,corporate title,Q215536,merchant,0,2
Q7315448,resident assistant,Q215536,merchant,0,2
Q3333721,métier de bouche,Q215536,merchant,0,2
Q3333733,musicology profession,Q215536,merchant,0,2
Q828803,job title,Q215536,merchant,1,2
Q3349717,officier ministériel,Q215536,merchant,0,2
Q43548373,speedcuber,Q215536,merchant,0,2
Q56489540,chansonnier,Q215536,merchant,0,2
Q6633946,Swedish ancient nobility,Q215536,merchant,0,2
Q2912172,sole proprietorship,Q215536,merchant,0,2
Q909656,Third Estate,Q215536,merchant,0,2
Q24884545,engineering controls,Q215536,merchant,0,2
Q15836568,computer network protocol,Q747499,RADIUS,1,1
Q4825885,authentication protocol,Q747499,RADIUS,1,1
Q430140,AAA protocol,Q747499,RADIUS,1,1
Q1208648,Diameter,Q747499,RADIUS,1,2
Q7878662,multi-factor authentication,Q747499,RADIUS,1,2
Q3359815,PPPoX,Q747499,RADIUS,0,2
Q1678488,TACACS,Q747499,RADIUS,1,2
Q8777,Hypertext Transfer Protocol,Q747499,RADIUS,1,2
Q12772052,multi-paradigm programming language,Q59,PHP,1,1
Q28922885,procedural programming language,Q59,PHP,1,1
Q899523,object-based language,Q59,PHP,1,1
Q1993334,interpreted language,Q59,PHP,1,1
Q9143,programming language,Q59,PHP,1,1
Q187432,scripting language,Q59,PHP,1,1
Q21562092,imperative programming language,Q59,PHP,1,1
Q341,free software,Q59,PHP,1,1
Q56191572,Escornabot,Q59,PHP,0,2
Q11311509,Visual novel engine,Q59,PHP,1,2
Q28922858,class-based programming language,Q59,PHP,1,2
Q29042678,template language,Q59,PHP,1,2
Q251,Java,Q59,PHP,1,2
Q28640,profession,Q1240788,supervisor,1,1
Q4164871,position,Q1240788,supervisor,1,1
Q340169,media,Q79984,Ethernet,1,1
Q317623,technical standard,Q79984,Ethernet,1,1
Q7189615,physical media,Q79984,Ethernet,1,2
Q7554365,software standard,Q79984,Ethernet,0,2
Q290378,internet standard,Q79984,Ethernet,1,2
Q386274,emailing,Q79984,Ethernet,0,2
Q6313217,time standard,Q79984,Ethernet,0,2
Q1091326,IT security standards,Q79984,Ethernet,0,2
Q45941145,data standard,Q79984,Ethernet,0,2
Q3631847,voice chat in online gaming,Q79984,Ethernet,0,2
Q375479,standard illuminant,Q79984,Ethernet,0,2
Q2312410,sports discipline,Q11020,pool,1,1
Q5179579,Cowboy pool,Q11020,pool,1,1
Q3341285,cue sports,Q11020,pool,1,1
Q2060479,eight-ball,Q11020,pool,1,1
Q677423,drifting,Q11020,pool,0,2
Q1324916,English billiards,Q11020,pool,1,2
Q50386068,youth mixed doubles,Q11020,pool,0,2
Q40679812,running target shooting,Q11020,pool,0,2
Q5100758,Chinese eight-ball,Q11020,pool,1,2
Q27907692,girls' doubles,Q11020,pool,0,2
Q27907674,girls' singles,Q11020,pool,0,2
Q10526896,Hugg,Q11020,pool,0,2
Q52177345,field sport,Q11020,pool,0,2
Q27907716,boys' doubles,Q11020,pool,0,2
Q5580558,golf billiards,Q11020,pool,1,2
Q5728609,spanish pool,Q11020,pool,1,2
Q4208733,Kaisa,Q11020,pool,1,2
Q967318,Blackball,Q11020,pool,1,2
Q2072840,CrossFit,Q11020,pool,0,2
Q455347,variation of basketball,Q11020,pool,0,2
Q27907702,boys' singles,Q11020,pool,0,2
Q917562,carom billiards,Q11020,pool,1,2
Q11015,snooker,Q11020,pool,1,2
Q3062992,F3f,Q11020,pool,0,2
Q512270,Five-pin billiards,Q11020,pool,1,3
Q2165733,Snooker plus,Q11020,pool,1,3
Q54445847,type of economical interaction,Q325421,business-to-business,1,1
Q218616,proprietary software,Q431195,IBM Db2,1,1
Q3932296,relational database management system,Q431195,IBM Db2,1,1
Q215819,Microsoft SQL Server,Q431195,IBM Db2,1,2
Q17089542,WebScaleSQL,Q431195,IBM Db2,1,2
Q763151,proprietary device driver,Q431195,IBM Db2,0,2
Q2566342,Drizzle,Q431195,IBM Db2,1,2
Q178285,freeware,Q431195,IBM Db2,1,2
Q12018160,ESRI Arc Geodatabase,Q431195,IBM Db2,1,2
Q3512599,TV Giant,Q431195,IBM Db2,0,2
Q319417,SQLite,Q431195,IBM Db2,1,2
Q35687379,serverless relational database management system,Q431195,IBM Db2,1,2
Q5014224,CSQL,Q431195,IBM Db2,1,2
Q2919848,query optimization,Q431195,IBM Db2,0,2
Q3884002,VoltDB,Q431195,IBM Db2,1,2
Q185534,shareware,Q431195,IBM Db2,1,2
Q16688751,Percona Server for MySQL,Q431195,IBM Db2,1,2
Q5530385,Gelato,Q431195,IBM Db2,0,2
Q9361521,trial,Q431195,IBM Db2,1,2
Q484935,CUBRID,Q431195,IBM Db2,1,2
Q2357154,Strozzi NoSQL,Q431195,IBM Db2,1,2
Q4830453,business,Q1017587,Business Objects,1,1
Q6881511,enterprise,Q1017587,Business Objects,1,1
Q2566474,sutler,Q1017587,Business Objects,0,2
Q25112142,dental service organization,Q1017587,Business Objects,0,2
Q1132207,business incubator,Q1017587,Business Objects,0,2
Q16968466,regional health authority,Q1017587,Business Objects,0,2
Q161726,multinational corporation,Q1017587,Business Objects,0,2
Q7830259,Township and Village Enterprises,Q1017587,Business Objects,0,2
Q1058914,software company,Q1017587,Business Objects,0,2
Q3591545,financial service company,Q1017587,Business Objects,0,2
Q220142,pet store,Q1017587,Business Objects,0,2
Q1043076,XML schema,Q212327,Document Type Definition,1,1
Q208469,SI derived unit,Q39369,hertz,1,1
Q23808078,Field  power  and root-power quantities,Q39369,hertz,0,2
Q28640,profession,Q15618669,product owner,1,1
Q17155032,software category,Q2057931,simulator,0,1
Q163740,nonprofit organization,Q16876602,Cloud Security Alliance,1,1
Q2964350,Choisir la cause des femmes,Q16876602,Cloud Security Alliance,0,2
Q4671329,academy school,Q16876602,Cloud Security Alliance,0,2
Q4998806,burial society,Q16876602,Cloud Security Alliance,0,2
Q16926263,nonprofit institution,Q16876602,Cloud Security Alliance,1,2
Q17635403,French movement for freedom of abortion and birth control,Q16876602,Cloud Security Alliance,0,2
Q3917196,state institution or nonprofit organization,Q16876602,Cloud Security Alliance,1,2
Q113603,food bank,Q16876602,Cloud Security Alliance,0,2
Q7311343,religious corporation,Q16876602,Cloud Security Alliance,0,2
Q2396296,Helsinki Committee for Human Rights,Q16876602,Cloud Security Alliance,0,2
Q3244038,public establishment of an administrative nature,Q392516,Agence française de sécurité sanitaire des produits de santé,1,1
Q3006228,crédit municipal,Q392516,Agence française de sécurité sanitaire des produits de santé,0,2
Q3480432,Departmental Fire and Rescue Service (SDIS),Q392516,Agence française de sécurité sanitaire des produits de santé,0,2
Q3333855,Métropole,Q392516,Agence française de sécurité sanitaire des produits de santé,0,2
Q2375914,syndicat intercommunal à vocation multiple,Q392516,Agence française de sécurité sanitaire des produits de santé,0,2
Q48752469,association foncière de remembrement,Q392516,Agence française de sécurité sanitaire des produits de santé,0,2
Q51704864,national public establishment of an administrative nature,Q392516,Agence française de sécurité sanitaire des produits de santé,1,2
Q2944984,community center,Q392516,Agence française de sécurité sanitaire des produits de santé,0,2
Q18706221,district,Q392516,Agence française de sécurité sanitaire des produits de santé,0,2
Q18706237,communauté de villes,Q392516,Agence française de sécurité sanitaire des produits de santé,0,2
Q976195,Single purpose inter municipal association,Q392516,Agence française de sécurité sanitaire des produits de santé,0,2
Q159321,agglomeration community,Q392516,Agence française de sécurité sanitaire des produits de santé,0,2
Q3591561,public cultural cooperation establishment,Q392516,Agence française de sécurité sanitaire des produits de santé,0,2
Q20089159,pôle d'équilibre territorial et rural,Q392516,Agence française de sécurité sanitaire des produits de santé,0,2
Q423785,community of communes,Q392516,Agence française de sécurité sanitaire des produits de santé,0,2
Q3412210,pôle métropolitain,Q392516,Agence française de sécurité sanitaire des produits de santé,0,2
Q2826708,Agence régionale de santé,Q392516,Agence française de sécurité sanitaire des produits de santé,1,2
Q3477483,section de commune,Q392516,Agence française de sécurité sanitaire des produits de santé,0,2
Q3591580,établissement public local d'enseignement,Q392516,Agence française de sécurité sanitaire des produits de santé,0,2
Q2933302,School fund,Q392516,Agence française de sécurité sanitaire des produits de santé,0,2
Q423790,urban community,Q392516,Agence française de sécurité sanitaire des produits de santé,0,2
Q1144899,broadcast television system,Q273902,MPEG-2,1,1
Q2043680,PAL-60,Q273902,MPEG-2,1,2
Q2043676,PAL-50,Q273902,MPEG-2,1,2
Q2719417,canonical normal form,Q846564,conjunctive normal form,1,1
Q4485156,software feature,Q92438,microblogging,1,1
Q6407552,killer feature,Q92438,microblogging,0,2
Q60755507,crypto-agility,Q92438,microblogging,0,2
Q440972,compatibility mode,Q92438,microblogging,0,2
Q842193,sandbox,Q92438,microblogging,0,2
Q4346042,Do What I Mean,Q92438,microblogging,0,2
Q24839054,sticker,Q92438,microblogging,0,2
Q55070019,video game feature,Q92438,microblogging,0,2
Q1344046,first-class functions,Q92438,microblogging,0,2
Q25021307,Linux namespaces,Q92438,microblogging,0,2
Q554950,recommender system,Q92438,microblogging,1,2
Q459708,features of Firefox,Q92438,microblogging,0,2
Q4434361,contact list,Q92438,microblogging,1,2
Q5057302,sound recording process,Q92438,microblogging,0,2
Q48835386,Feed,Q92438,microblogging,1,2
Q207977,prototype,Q1201019,proof of concept,1,1
Q3021438,Delahaye Type 165,Q1201019,proof of concept,0,2
Q503194,Peugeot 908 RC,Q1201019,proof of concept,0,2
Q4850520,Baldwin 4-8+8-4-750/8-DE,Q1201019,proof of concept,0,2
Q6017127,minimum viable product,Q1201019,proof of concept,1,2
Q381241,Aero A.42,Q1201019,proof of concept,0,2
Q1551151,Nissan Foria,Q1201019,proof of concept,0,2
Q17631870,L'Éclair,Q1201019,proof of concept,0,2
Q5957783,H-2 Tomahawk,Q1201019,proof of concept,0,2
Q15041923,North American XAJ-1 Savage,Q1201019,proof of concept,0,2
Q1692736,Lamborghini Calà,Q1201019,proof of concept,0,2
Q11226251,JR East E991,Q1201019,proof of concept,0,2
Q290378,internet standard,Q61694,Uniform Resource Identifier,1,1
Q58325919,telecommunications services,Q9184057,CLIR,1,1
Q170584,project,Q636020,Web Accessibility Initiative,1,1
Q25447168,architectural project,Q636020,Web Accessibility Initiative,0,2
Q21514702,abandoned project,Q636020,Web Accessibility Initiative,0,2
Q1437716,lighthouse Project,Q636020,Web Accessibility Initiative,0,2
Q47495113,cultural project,Q636020,Web Accessibility Initiative,0,2
Q27493,working group,Q636020,Web Accessibility Initiative,0,2
Q3827645,technical project,Q636020,Web Accessibility Initiative,0,2
Q22808403,station located underground,Q508256,Bastille,1,1
Q11670533,elevated station,Q508256,Bastille,1,1
Q928830,metro station,Q508256,Bastille,1,1
Q166142,application,Q1061166,data mart,1,1
Q860676,image viewer,Q1061166,data mart,0,2
Q2903541,billetterie informatisée,Q1061166,data mart,0,2
Q30047053,web archive,Q1061166,data mart,0,2
Q925622,knowledge-based configuration,Q1061166,data mart,0,2
Q5227393,database application,Q1061166,data mart,1,2
Q453843,ontology editor,Q1061166,data mart,0,2
Q15618491,speech synthesis software‎,Q1061166,data mart,0,2
Q2115026,presentation program,Q1061166,data mart,0,2
Q131212,text editor,Q1061166,data mart,0,2
Q312466,utility software,Q406655,AirDrop,1,1
Q5134353,clipboard manager,Q406655,AirDrop,0,2
Q15544676,personal computer automation software,Q406655,AirDrop,0,2
Q1208150,Diagnostic program,Q406655,AirDrop,0,2
Q4839801,backup software,Q406655,AirDrop,0,2
Q11016,technology,Q270471,virtualization,1,1
Q609131,powertrain technology,Q270471,virtualization,0,2
Q10952243,industrial technology,Q270471,virtualization,0,2
Q18657814,isothermal technology,Q270471,virtualization,0,2
Q7449091,Semantic technology,Q270471,virtualization,0,2
Q1001378,cinematic technique,Q270471,virtualization,0,2
Q1519843,health technology,Q270471,virtualization,0,2
Q10858759,Asgard technology in Stargate,Q270471,virtualization,0,2
Q19292902,vehicle safety technology,Q270471,virtualization,0,2
Q8248766,bleeding-edge technology,Q270471,virtualization,0,2
Q1308255,patent classification,Q270471,virtualization,0,2
Q54006339,display technology,Q270471,virtualization,0,2
Q56297438,header bidding,Q270471,virtualization,0,2
Q336170,wastewater technology,Q270471,virtualization,0,2
Q427777,Science and technology of the Song dynasty,Q270471,virtualization,0,2
Q391690,radiant heating,Q270471,virtualization,0,2
Q42899294,musical tuning,Q270471,virtualization,0,2
Q211017,e-government,Q270471,virtualization,0,2
Q2226016,satellite technology,Q270471,virtualization,0,2
Q5357718,Electrical engineering technology,Q270471,virtualization,0,2
Q1027795,passive optical network,Q270471,virtualization,0,2
Q4752981,ancient technology,Q270471,virtualization,0,2
Q12739,nuclear power,Q270471,virtualization,0,2
Q10379048,medical technology,Q270471,virtualization,0,2
Q1415656,hierarchical storage management,Q270471,virtualization,0,2
Q17386807,civic technology,Q270471,virtualization,0,2
Q7112702,prehistoric technology,Q270471,virtualization,0,2
Q5557804,automobile technology,Q270471,virtualization,0,2
Q23001701,technics,Q270471,virtualization,0,2
Q319963,waste treatment technologies,Q270471,virtualization,0,2
Q31836203,DYNAS,Q270471,virtualization,0,2
Q1655198,software-defined networking,Q270471,virtualization,0,2
Q59285058,sound reproduction,Q270471,virtualization,0,2
Q742715,assistance system,Q270471,virtualization,0,2
Q911772,technical chemistry,Q270471,virtualization,0,2
Q329864,military technology,Q270471,virtualization,0,2
Q6764311,marine technology,Q270471,virtualization,0,2
Q235557,file format,Q268201,Wireless Markup Language,1,1
Q20155966,XML-based format,Q268201,Wireless Markup Language,1,1
Q37045,markup language,Q268201,Wireless Markup Language,1,1
Q28846076,Classification Results File Format,Q268201,Wireless Markup Language,0,2
Q5531642,general-purpose markup language,Q268201,Wireless Markup Language,1,2
Q4018860,well-known text representation of geometry,Q268201,Wireless Markup Language,1,2
Q7520680,Simple HTML Ontology Extensions,Q268201,Wireless Markup Language,1,2
Q1758048,Security Assertion Markup Language,Q268201,Wireless Markup Language,1,2
Q5310,LaTeX,Q268201,Wireless Markup Language,0,2
Q167772,digital container format,Q268201,Wireless Markup Language,0,2
Q287067,ABC notation,Q268201,Wireless Markup Language,0,2
Q4052124,user interface markup language,Q268201,Wireless Markup Language,1,2
Q29644049,S-57 Electronic Navigation Chart,Q268201,Wireless Markup Language,0,2
Q17004788,Augmented Reality Markup Language,Q268201,Wireless Markup Language,1,2
Q1028939,lightweight markup language,Q268201,Wireless Markup Language,1,2
Q5426535,Autodesk FLI/FLC,Q268201,Wireless Markup Language,0,2
Q79587,Keyhole Markup Language,Q268201,Wireless Markup Language,1,2
Q467454,Rich Text Format,Q268201,Wireless Markup Language,0,2
Q223535,Matroska,Q268201,Wireless Markup Language,0,2
Q6786860,mathematical markup language,Q268201,Wireless Markup Language,1,2
Q3788742,IPTC 7901,Q268201,Wireless Markup Language,1,2
Q61714670,well-known text representation of coordinate reference systems,Q268201,Wireless Markup Language,1,2
Q8811,HyperText Markup Language,Q268201,Wireless Markup Language,1,2
Q7203483,playlist markup language,Q268201,Wireless Markup Language,1,2
Q7079133,Office Open XML file formats,Q268201,Wireless Markup Language,0,2
Q1691212,XML Binding Language,Q268201,Wireless Markup Language,1,2
Q362356,architecture description language,Q268201,Wireless Markup Language,0,2
Q27915156,RADARSAT-1 CEOS Volume Directory File,Q268201,Wireless Markup Language,0,2
Q166074,Extensible HyperText Markup Language,Q268201,Wireless Markup Language,1,2
Q576465,GPS eXchange Format,Q268201,Wireless Markup Language,0,2
Q1224822,Digital Terrain Elevation Data,Q268201,Wireless Markup Language,0,2
Q4263410,Structure Enhanced Text,Q268201,Wireless Markup Language,1,3
Q826308,wiki markup,Q268201,Wireless Markup Language,1,3
Q36161,set,Q749245,Autonomous System,1,1
Q3490774,spectrum of a matrix,Q749245,Autonomous System,0,2
Q25379348,union of polytopes,Q749245,Autonomous System,0,2
Q4915231,biordered set,Q749245,Autonomous System,0,2
Q973877,national colours,Q749245,Autonomous System,0,2
Q5249754,Dedekind-infinite set,Q749245,Autonomous System,0,2
Q17098125,integral closure of an ideal,Q749245,Autonomous System,0,2
Q211548,locus,Q749245,Autonomous System,0,2
Q2456981,underlying set,Q749245,Autonomous System,0,2
Q1322294,Minkowski addition,Q749245,Autonomous System,0,2
Q8563541,flag,Q749245,Autonomous System,0,2
Q1136376,support,Q749245,Autonomous System,0,2
Q205140,infinite set,Q749245,Autonomous System,0,2
Q7166526,peptide library,Q749245,Autonomous System,0,2
Q2400718,divisor set,Q749245,Autonomous System,0,2
Q4390247,Recognizable set,Q749245,Autonomous System,0,2
Q474715,partially ordered set,Q749245,Autonomous System,0,2
Q746007,cumulant,Q749245,Autonomous System,0,2
Q778785,balanced set,Q749245,Autonomous System,0,2
Q1307800,unit sphere,Q749245,Autonomous System,0,2
Q280896,Herbrand universe,Q749245,Autonomous System,0,2
Q7994926,ordered set,Q749245,Autonomous System,0,2
Q2709287,support,Q749245,Autonomous System,0,2
Q5139907,cocountable set,Q749245,Autonomous System,0,2
Q467440,sample space,Q749245,Autonomous System,0,2
Q815741,geometric shape,Q749245,Autonomous System,0,2
Q1174982,continuum,Q749245,Autonomous System,0,2
Q1211071,equivalence class,Q749245,Autonomous System,0,2
Q3054869,Kakeya set,Q749245,Autonomous System,0,2
Q2208651,Transversal,Q749245,Autonomous System,0,2
Q26836222,family of distributions,Q749245,Autonomous System,0,2
Q56353075,parallel lines,Q749245,Autonomous System,0,2
Q726212,bounded set,Q749245,Autonomous System,0,2
Q7248935,Proj construction,Q749245,Autonomous System,0,2
Q1055058,fuzzy set,Q749245,Autonomous System,0,2
Q4830453,business,Q11422650,Kokusai Denshin Denwa,1,1
Q220142,pet store,Q11422650,Kokusai Denshin Denwa,0,2
Q16968466,regional health authority,Q11422650,Kokusai Denshin Denwa,0,2
Q20202982,Web API,Q8811,HyperText Markup Language,1,1
Q17537576,creative work,Q8811,HyperText Markup Language,0,1
Q2661442,W3C Recommendation,Q8811,HyperText Markup Language,1,1
Q15836568,computer network protocol,Q1505049,S/MIME,1,1
Q1254335,cryptographic protocol,Q1505049,S/MIME,1,1
Q23891373,cryptographic protocol of communication,Q1505049,S/MIME,1,2
Q3306713,key-agreement protocol,Q1505049,S/MIME,1,2
Q908608,Temporal Key Integrity Protocol,Q1505049,S/MIME,1,2
Q7551852,socialist millionaire problem,Q1505049,S/MIME,1,2
Q16934823,NSA Suite A Cryptography,Q1505049,S/MIME,0,2
Q2622793,JetDirect,Q1505049,S/MIME,0,2
Q2141493,OpenPGP,Q1505049,S/MIME,1,2
Q4825885,authentication protocol,Q1505049,S/MIME,0,2
Q1414155,key exchange protocol,Q1505049,S/MIME,1,2
Q5013874,CRFS (Coherent Remote File System),Q1505049,S/MIME,0,2
Q206494,Transport Layer Security,Q1505049,S/MIME,1,2
Q12237265,mental poker,Q1505049,S/MIME,1,2
Q28380029,network file system,Q1505049,S/MIME,0,2
Q1092688,Cipher suite,Q1505049,S/MIME,1,2
Q9326126,SKID,Q1505049,S/MIME,1,2
Q3359815,PPPoX,Q1505049,S/MIME,0,2
Q272165,Wi-Fi Protected Access,Q1505049,S/MIME,0,2
Q203087,signaling protocol,Q1505049,S/MIME,0,2
Q17074885,Physiological Signal Based Security,Q1505049,S/MIME,0,2
Q191943,zero-knowledge proof,Q1505049,S/MIME,1,2
Q8777,Hypertext Transfer Protocol,Q1505049,S/MIME,0,2
Q7142872,password-authenticated key agreement,Q1505049,S/MIME,0,3
Q7001190,network service provider,Q3456896,Renater,1,1
Q2746884,national research and education network,Q3456896,Renater,1,1
Q4671277,academic institution,Q3517281,Telecom Nancy,1,1
Q30503704,graph algorithm,Q8548,Dijkstra's algorithm,1,1
Q21595855,pathfinding algorithm,Q8548,Dijkstra's algorithm,1,1
Q8366,algorithm,Q8548,Dijkstra's algorithm,1,1
Q504353,greedy algorithm,Q8548,Dijkstra's algorithm,1,1
Q179613,flooding algorithm,Q8548,Dijkstra's algorithm,0,2
Q11660,artificial intelligence,Q8548,Dijkstra's algorithm,1,2
Q4443425,uninformed search algorithm,Q8548,Dijkstra's algorithm,1,2
Q2720536,proprietary file format,Q2194,Windows Media Audio,1,1
Q20198160,lossy audio coding format,Q2194,Windows Media Audio,1,1
Q2141903,Photoshop File Format,Q2194,Windows Media Audio,0,2
Q379637,Multi-Band Excitation,Q2194,Windows Media Audio,0,2
Q1053358,AutoCAD Drawing,Q2194,Windows Media Audio,0,2
Q7927899,video compression format,Q212633,H.264/MPEG-4 AVC,1,1
Q55935585,ITU-T Recommendation,Q212633,H.264/MPEG-4 AVC,1,1
Q300851,X.400,Q212633,H.264/MPEG-4 AVC,0,2
Q1206939,IMT-2000,Q212633,H.264/MPEG-4 AVC,0,2
Q55936923,ITU-T recommendation version,Q212633,H.264/MPEG-4 AVC,0,2
Q25388255,AOMedia Video,Q212633,H.264/MPEG-4 AVC,1,2
Q1562489,ITU-T recommendations H-series,Q212633,H.264/MPEG-4 AVC,0,2
